hospital_name,hospital_type,address,insurers,rating,specialties,tier,segment
Guru Kirpa Hospital,Private,"Near Petrol Pump Gt Road, Amritsar, Punjab, 143005",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Guru Jambheshwar Multi - Specialty Hospital,Private,"Agroha Mod Agroha, Hisar, Haryana, 125047",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Guru Kirpa Hospital Research Center Pvt.Ltd,Private,"Jyoti Nagar Piprali Road Near Gci, Sikar, Rajasthan",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Guru Kripa Jagriti Hospital And Research Centre,Private,"Allahabad ), Allahabad, Uttar Pradesh, 211001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Guru Nanak Dev Super Speciality Hospital (A Unit Of Baba,Private,"Jiwan Singh Baba Dalip Singh Educational Trust) Goindwal Bypass Tarn Taran Near Dera Baba Jagtar Singh Ji, Tarntaran, Punjab, 143401",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
Guru Teg Bahadur Hospital (A Unit Of Krv Hospitals Pvt. Ltd.),Private,"120/192(105) Lajpat Nagar, Kanpur, Uttar Pradesh, 208005",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Guru Teg Bahadur Sahib Hospital,Private,"Shastri Nagar Model Town, Ludhiana, Punjab, 141002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Guruji Rawal Hospital,Private,"H No 128 Sec 15, Sonipat, Haryana, 131001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Gurukrupa Hospital And Icu,Private,"301 302 303 Nirvana Shoppers Near D Mart Opp Cng Pump Dandi Road Jahangirabad Surat Gujarat 395005, Surat, Gujarat, 395005",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Gurumehar Hospital,Private,"Vill Nagori Khaour Sahib, Tarantaran, Punjab, 143117",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Gurunanak Multispecilality Hospital & Trauma Center,Private,"Nera Brahamanand Chowk Near Power House Fathepur, Kaithal, Haryana, 136026",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Gvk Hospitals,Private,"11 14 352/ 1 & 2 Svslp Complex Sirinaga Colony Lb Nagar, Hyderabad, Telangana, 500074",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Gvn Riverside Hospital (A Unit Of Gvn Hospital Private,Private,"46 Singarathope Super Bazar, Trichy, Tamil Nadu",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Gvp Brain And Spine Center,Private,"Gvp Brain And Spine Center Behind Subramanyam Swamy Temple Sunday Market Pogathota Nellore 524001, Nellore, Andhra Pradesh, 524001",Aditya Birla,0.0,Neurology,City 1,Budget/Local
H M C Hospital,Private,"Ludhiana ), Ludhiana, Punjab, 141002",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Hakim Abdul Hameed Centenary Hospital,Private,"Guru Ravidas Marg Block D Hamdard Nagar, Newdelhi, Delhi, 110062",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Hamidia Multicare Hospital,Private,"1St Floor Tazul Masjid Hamida Road, Bhopal, Madhya Pradesh, 462001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Hardika Hospital ( A Unit Of Neurocare Hospital And,Private,"482 483 4C Scheme Sikar Road Machda Th Amber, Howrah, Howrah, West Bengal, 711106",Aditya Birla,0.0,Neurology,Metro 1,Standard Private
Hari Bandhu Hospital Pvt Ltd. (A Unit Of Hari Bandu Fracture,Private,"Clinic Pvt Ltd) Ashok Vihar Colony Road Panchkosi Chaurarah Paigamberpur, Varanasi, Uttar Pradesh, 221007",Aditya Birla,0.0,Orthopedics,Large City 2,Standard Private
Hari Hospital,Private,"13 Trichy Trunk Road Villupuram Tamil Nadu, Villupuram, Tamil Nadu, 605602",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Harrison Multispeciality Hospital ( A Unit Of Rasp Healthcare,Private,"Private Limited ) P 9 Vidyapuri Near Kendriya Vidyalaya Road, Patna, Bihar, 800020",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Harsh Maternity & Gynec Hospital,Private,"C 106 Swaroop Nagar Opp Cidco Colony Near Shifa Medical Tarapur Road Boisar Dist Palghar, Thane, Maharashtra, 401501",Aditya Birla,0.0,Gynecology,Metro 1,Standard Private
Harsh Orthopedic And Accident Hospital,Private,"1St Floor Kilchand Shopping Center 3Rd Line, Harij, Gujarat, 384265",Aditya Birla,0.0,Orthopedics,City 2,Budget/Local
Harsha Mitra Super Speciality Cancer Centre And Research,Private,"No 41 Nachiyar Kovil St Woraiyur Trichy Tamil Nadu Pin 620003, Trichy, Tamil Nadu, 620003",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Hartaj Healthcare Multispeciality Hospital,Private,"74 Nes Shaheed Udham Singh Nagar Sultanwind Road, Amritsar, Punjab, 143001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Haryana Hospital ( A Unit Of Dr. Om Parkash S/O Sh. Ram,Private,"Sada Singh & Associates ) Hospital Site No 5 Sector 7 Main Market Near Community Centre, Karnal, Haryana, 132001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Hashir Hospital & Icu,Private,"Dispencery Bldg Cts No 2418 Military Road Marol Andheri East, Mumbai, Maharashtra, 400059",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Hayath Hospital (A Unit Of Noble Heart Care India Pvt Ltd),Private,"Main Road Chavakkad, Trissur, Kerala, 680506",Aditya Birla,0.0,Cardiology,Town 2,Budget/Local
Hayyat Multispeciality Hospital,Private,"Unit No 1 & 2 Savera Height Building Madhav Apartments Malwani, Hazaribagh, Jharkhand, 825301",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Hcg – Mnr Curie Cancer Center,Private,"Rs No – 186/1 Next To Govt Iti College Muktinutala Ongole 532001 Muncipality Prakasham, Ongole, Andhra Pradesh, 532001",Aditya Birla,0.0,Oncology,City 2,Budget/Local
Hcg Curie Manavata Cancer Centre,Private,"Opp Hotel Sandeep Mumbai Naka, Nashik, Maharashtra, 422004",Aditya Birla,0.0,Oncology,Large City 2,Established
Hcg Eko Cancer Care Centre,Private,Dg 4 Premises No 03 358 Action Area 1D Newtown Kolkata,Aditya Birla,0.0,Oncology,Metro 1,Standard Private
Hcg Ics Khubcghandani Cancer Centre Hospital,Private,"31 Maharishi Karve Road Opp Caprage Football Ground Mumbai Maharashtra 400021, Mumbai, Maharashtra, 400021",Aditya Birla,0.0,Oncology,Metro 1,Established
Hcg Hospitals Rajkot A Unit Of Sun Hospitals Llp,Private,"Ayodhya Chowk Near Astha Avenue, Rajkot, Gujarat, 360005",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Hcg Multi Speciality,Private,"Mithakhali Six Road Ellis Bridge, Ahmedabad, Gujarat, 380006",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Established
Hcg Panda Cancer Centre,Private,"Urvey Plot No 236(P) 238 & 242 Mouza Arakhakuda Telengapentha, Cuttack, Odisha, 754001",Aditya Birla,0.0,Oncology,City 2,Established
Hcg-Abdur Razzaque Ansari Cancer Centre,Private,"Shop No 6/A 3Rd Floor Gel Chruch Shopping Complex Main Road, Ranchi, Jharkhand, 834001",Aditya Birla,0.0,Oncology,City 1,Established
Healing Earth Multispecality Ayurveda Hospital (Prithvi,Private,"Healthcare Private Limited) No 149 Hsr Ring Road 5Th Sector Hsr Layout, Bengaluru, Karnataka, 560034",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Hcmct - Manipal Hospitals (Dwarka) Pvt. Ltd.,Private,"Adjoining Mtnl Building Main Road Sector 6 Dwarka, Delhi, Delhi, 110075",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
Healing Hospital & Institute Of Paramedical Sciences,Private,"Sco 18 19 Sector 34 A, Chandigarh, Chandigarh, 160022",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Healing Touch Super Speciality Hospital ( A Unit Of Blue,Private,"Heavens Health Care Pvt Ltd ) Nh 22 Sultanpur Chowk Ambala Chandigarh Highway, Ambala, Haryana, 134003",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Healing Tree Hospital ( A Unit Of Dr Home Healthcare Pvt Ltd,Private,"30/1 Shakti Khand 3 Indirapuram, Ghaziabad, Uttar Pradesh, 201014",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Healtcare Hospital,Private,"Nandgram More Near Bs Farm House Meerut Road Ator Nangla, Ghaziabad, Uttar Pradesh, 201003",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Health City Hospital (Unit Of North East Health Citypvt Ltd)          Centre,Private,"781022, Lucknow, Uttar Pradesh",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Health Plus Multi Speciality Hospital,Private,"Bengaluru, Karnataka, 560036",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Health Point Hospital A Unit Of Health Care And Research,Private,"Centre-Old Hospital Name Health Point Hospital Next To Rims Medical Chowk Bariatu Road, Ranchi, Jharkhand, 834009",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Health Point Multi Speciality Hospital,Private,"Bolpur Sian Nanoor Chandidas Road, Bolpur, West",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Established
Healthcare Global Enterprises Limited ( Old Namesrj Cbcc,Private,Golden Empire Corporate Society Ground &1St Floor Mira,Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Healthburg Multispecialty Hospital                                 Cancer Hospital ( A Unit Of Srj Healthcare Pvt Ltd ) ( Old,Private,"Bhyandar Road Mira Road East, Indore, Madhya Pradesh, 452008",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Healthvalley Hospitals And Medicals Private Limited,Private,"D No 1 111/4/46 & 48/A Behind Nisum Opp Aparna Towers Khanamet Road Kondapur Hitech, Rangareddy, Telangana, 500084",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Heart And Mothercare Hospital,Private,"Nhm 01 Block F Near Prasanny Chowk Gate No 03 Ansal SushantPanipat, Panipat, Haryana, 132103",Aditya Birla,0.0,Cardiology,City 2,Budget/Local
Helios Hospitals (A Unit Of Pramathodaya Multispeciality,Private,"Hospitals Pvt. Ltd.) No 18 2 148 Opp Devendra Theatre Ashok Nagar Tirupati, Chittoor, Andhra Pradesh, 517501",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
Hemraj Jain Hospital & Maternity Home,Private,"Nursing Home No 1 Block C 1 Janak Puri, Delhi, Delhi",Aditya Birla,0.0,Gynecology,Metro 1,Standard Private
Hera Hospital,Private,"No 1 Sornambigai Nagar Main Road Virugambakkam, Chennai, Tamil Nadu, 600092",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Hiland Hospital & Trauma Centre,Private,"B 39/1 Nirala Nagar Opp Vivekananda Hospital, Lucknow, Uttar Pradesh, 226020",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Himabindu Superspeciality Hospital Private Limited,Private,"Nagar, Rangareddy, Telangana, 500079",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Himanshi Children Hospital,Private,"Sanjeevaiah Nagar, Konaraopet, Telangana, 505301",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Hirachand Munot Memorial Criticare Hospital,Private,"At Singhanita Nagar Near Darda Udyan Yavatmal, Yavatmal, Maharashtra, 445001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Hitech Aadhar Hospital And Critical Care Center,Private,"Plot No 107 Samta Nagar Kotla Colony Adalat Road, Aurangabad, Maharashtra, 431001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Hiteck Kidney Stone Hospital,Private,"1779 Kabir Road Cross Opp To Ima Building, Mysuru, Karnataka, 570016",Aditya Birla,0.0,Urology,City 1,Budget/Local
Hiteck Kidney Stone Hospital,Private,"6/9 Crescent Road Cross Kumar Park East Behind Sindhi High School, Bengaluru, Karnataka, 560001",Aditya Birla,0.0,Urology,Metro 1,Standard Private
Hms Hospital (A Unit Of Hearts Malabar Clinical Solutions,Private,"Private Limited) Near Mathrubhumi Office Palathara Kottakkal, Malappuram, Kerala, 676510",Aditya Birla,0.0,Cardiology,City 2,Budget/Local
Hodshil Hospital And Maternity Home,Private,"Plot No 2 C Viraj Estate Opp Tarakpur St Stand District Ahemdnagar, Ahmednagar, Maharashtra, 414003",Aditya Birla,0.0,Gynecology,City 2,Budget/Local
Holy Cross Hospital ( A Unit Of Society Of Sisters Of The Holy,Private,"Jyothi Nagar K M Road Chikkamagaluru, Chikamagalur, Karnataka, 577102",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Holy Family Hospital (A Unit Of New Delhi Holy Family,Private,"Hospital Society) Okhla Road, Delhi, Delhi, 110025",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Holy Heart Superspeciality & Trauma Centre ( A Unit Of A.V.H.,Private,"330 Vinay Nagar Delhi Byepass, Hisar, Haryana, 125005",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Holy Spirit Hospital (A Unit Of Society Of The Servants Of The,Private,"Holy Nursing Home Sangwan Chowk, Sirsa, Haryana, 125055, 400093",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Hope Hospital Unit Of Al Hospital Private Limited,Private,"Himmatnagarsabrakantha, Gujarat, 383001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Hope Neurotrauma And Multispeciality Hospital,Private,"C/O Care Diagnostics Near Bajla Mahila College St Francis School Road Castairs Town Deoghar Jharkhand, Deoghar, Jharkhand, 814112",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Hope Panacea Super Specialty Hospital (A Unit Of Panacea,Private,"Healthzone Private Limited Sp Mri Building Chhatra Singh Charah, Gorakhpur, Uttar Pradesh, 273001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Hopewell Multispeciality Hjospital,Private,"B1/21 Sector Q Aliganj, Lucknow, Uttar Pradesh",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Hopewin Hospitals,Private,"Vijayawada ), Vijayawada, Andhra Pradesh, 522001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Horizon Prime Hospital Unit Of West Coast Hospital And,Private,"P 34 Cit Road, Kolkata, West Bengal, 700014",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Hosamani Hospital Raichur,Private,"Srg Colony Near Mother Trust School, Raichur, Karnataka, 584101",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Hoshiar Singh Memorial Hospital,Private,"Main Delhi Road Kharkhoda, Sonipat, Haryana",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Hp Ghosh Hospital( An Unit Of The Eastern India Heart Care,Private,"And Research Foundation) Hb 36/A/2 Salt LakeSector Iii Kolkata 700106, Kolkata, West Bengal, 700106",Aditya Birla,0.0,Cardiology,Metro 1,Standard Private
Hridaya Cancer Hospital,Private,"At K Post Herle Tal Hatkanagale, Kolhapur, Maharashtra, 416005",Aditya Birla,0.0,Oncology,City 1,Budget/Local
Hrudaya Childrens Hospital,Private,"12 2 939 Beside State Bank 3Rd Cross Sai Nagar Anantapur, Anantapur, Andhra Pradesh, 515001",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Hubli Secure Multi Speciality Hospital,Private,"Dollars Colony Gokul Road Beside New Bus Stand, Hubballi, Karnataka, 580030",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
