hospital_name,hospital_type,address,insurers,rating,specialties,tier,segment
Kailash Hospital (A Unit Of Kailash Healthcare Limited),Private,"Plot No-203Wazidpur G T Roadn H-91Khurja, Bulandshahr, Uttar Pradesh, 203131","Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Kailash Hospital And Heart Institute,Private,"H-33, Sector -27, Gautam Buddha Nagar, Uttar Pradesh, 201301",Star Health,0.0,Cardiology,Metro 1,Established
Kailash Hospital And Maternity Home,Private,"Near New Baghpat Bus Stand Baghpat Road---, Meerut, Uttar Pradesh, 250002","Star Health,Niva Bupa",0.0,Gynecology,Large City 2,Standard Private
Kailash Hospital Khurja -A Unit Of Kailash Health Care Ltd,Private,"Plot No-203, Wazidpur, Gt Road/N.H-91, Khurja- Bulandshar, Khurja Rural, Uttar Pradesh, 203131",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kailash Multispeciality Hospital And Trauma Center,Private,"Ward No - 11, Anandpur Sahib, Near Adarsh School, Rupnagar, Punjab, 140118",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
Kailashi Superspeciality Hospital,Private,"C 2 Shradhapuri Phase 2, Kankerkhera, Meerut, Uttar Pradesh, 250001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Kainos Super Speciality Hospital,Private,"Kheri Sadh By Bass Delhi Road, South, 124001","Star Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kajla Hospital,Private,"F-151. Indiranagar, Near Roadways Deepo Workshop, In Front Of Karbala Ground, Jhunjhunun, Rajasthan, 333001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kakadiya Hospital -Multispeciality Ahmedabad Diamond,Private,"Association Medical Trust Behind Sukh Sagar Complex, Opp.Dinesh Chamber, L.B.Shastri Marg, Bapunagar, Ahmadabad, Gujarat, 380025",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Established
Kakatkar Hospital,Private,"In Front Of Amantran Hotel, Near Khutwad Nagar Police Chowki, Khutwad Nagar, Nashik, Maharashtra, 422007",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Kalapana Hospital,Private,"1/1565, Ganeshnagar, Nh 6, Erandol, Erandol, Maharashtra, 425109",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kalavati .Hospital,Private,"Opposite Bethak Mandir Smt. L.B.Rao Hostel, College Road, Khambhat, Gujarat, 388620","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kalavati Hospital,Private,"D 187/188/189 Daji Nagar Co Op Housing Society Harni Warasiya Ring Road, Vadodara, Gujarat, 390006","Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Kalleshwara Hospital,Private,"10Th A Cross, Maruthi Nagar, Behind Sit College, Tumakuru, Karnataka, 572102","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Kalp Vriksh Hospital And Research Center Foundation -,Private,"Jhunjhunu Main Road Chirawa Loharu Bypass Pilani, Jhujhunu, Rajasthan, 333031","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
Kalpdeep Paedtric Hospital,Private,"7/429, Near Mahatma Phule Stachu, Ichalkaranji, Maharashtra, 416115",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Kalushe Hospital And Critical Care,Private,"Gulati Layout, Pusad Naka, Cuddalore, Tamil, 444505",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Kalyan Memorial And K.D.J. Hospital,Private,"Baradari Crossing, Morar, Gwalior, Madhya Pradesh, 474006",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Kalyani Hospital And Maternity Home,Private,"Bilaspur), Bilaspur, Chhattisgarh, 495001",Star Health,0.0,Gynecology,City 2,Budget/Local
Kalyani Hospital Multispecialty,Private,"Near Rani Jhansi Chowk, Raikot Road, Jagraon, Punjab, 142026",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Kalyani Kidney Care Centre,Private,"No. 104, Sampath Nagar Main Road, Near To Kongu Kalaiyarangam, Sampath Nagar, Erode, Tamil Nadu, 638011","Star Health,HDFC,ICICI Lombard",0.0,Urology,City 1,Standard Private
Kalyani Istitute Of Medical Sciences,Private,"Alisha, Purba Burdwan, Burdwan, West Bengal, 713103",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Kamadhenu Hospitals -India Pvt Ltd,Private,"40/2/9, 23Rd Cross Govindrajanagar, Nagarbhavi Main Road, Near Vijayanagar Bda Complex, Bengaluru, Karnataka, 560040",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kamakshi Hospitals Multi Speciality,Private,"H.No:3-3-169/A Sawaran Street Civil Hospital Back Side Karimnagar 505001 Telangana, Karimnagar, Telangana, 505001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kamal Multispeciality Hospital And Blood Bank,Private,"Doaba Chowk, Jalandhar, Punjab, 144004",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kamala Maternity And General Hospital,Private,"Plot No.4, Survey No.5, Jaya Sree Arcade, Opp Hp Petrol Pump, Peerzadiguda, Hyderabad, Telangana, 500039",Star Health,0.0,Gynecology,Metro 1,Standard Private
"Kamala Nehru Memorial Hospital, Prayagraj",Private,"1 Hashimpur Road Tagore Town, Prayagraj, Uttar",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kamala Prakasam Hospital,Private,"2, Pillaiyar Kovil Street, Kalapatti, Coimbatore, Tamil Nadu, 641048",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Kamat Kidney And Eye Hospital,Private,"15, Vinayak Society, Opp. Sndt. College, Behind Akota Stadium, Vadodara, Gujarat, 390020",Star Health,0.0,Urology,Large City 1,Standard Private
Kamboj Heart Centre And Multispeciality Hospital,Private,"62, A/C-6, Shankar Nagar, Opp Esi Hospital, Jagadhri, Dist- Yamunanagar, Jagadhri, Haryana, 135003","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Kamboj Multispeciality Hospital,Private,"Plot No 4929 Chandigarh Kharar Road 100 Feet Road New Sunny Enclave New Sunny Enclave Sec 125 Greater Mohali, Ropar, Chandigarh, 140301","Star Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
Kamla Bai Prem Narayan Malvi Hospital,Private,"Hoshangabad, Madhya Pradesh, 461001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kamthe Hospital,Private,"Sambhajiraje Chowk S No 73 Adarsh Nagar Dighi, Pune, Maharashtra, 411015",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Standard Private
Kanag Ent Super Speciality Centre -A Unit Of Akg Medicare,Private,"Services Pvt.Ltd.) 244- A Civil Lineshazari Ki Piuao Roadnear Kottiya Crossingmeerut Ciyt, Meerut, Uttar Pradesh, 250003","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Established
Kanan Nursing Home,Private,"507, 5Th Floor, Vedanta Complex, Opp Amc West Zone Office, Nr.Usmanpura Char Rasta, Usmanpura, Ahmadabad, Gujarat, 380012",Star Health,0.0,General Surgery; Gynecology,Town 2,Budget/Local
Kanapathy Memorial Hospital,Private,"No 6B 11/1 Thuraiyur Road, Kaikatti, Musiri, Tamil Nadu, 621211",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kanawade Hospital,Private,"Devacha Mala, Rajapur Road, Sriram Nagar, Sangamner, Maharashtra, 422605",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kandala Co-Operative Hospital,Private,"Maranalloor, Kovalassery, Kerala, 695512",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kandhimadhi Nursing Home,Private,"68, -D, East Car St, Karungadu, Tamil Nadu, 627006",Star Health,0.0,General Surgery; Gynecology,Town 2,Budget/Local
Kangaroo Care -A Unit Of Surabhi Health Care And Research,Private,"89, 17 Th Cross, Mrcr Layout, Near Balagangadharanatha Swamy, Bengaluru, Karnataka, 560040",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Pvt Ltd                                                              Kanha Children S Hospital,Private,"Metro Station, Govindarajnagara, Raipur, Chhattisgarh, 492007",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kani Hospital,Private,"8/53 Main Road Aralvoimozhi Kanniyakumari, Aralvaimozhi, Tamil Nadu, 629301",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kani Hospital,Private,"180, Chermadevi Rd, Pettai, Tamil Nadu, 627004",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kanika Hospital Pvt Ltd,Private,"111 A/5 111/214 Chandra Gupta Road Harsh Nagar 149E Harsh Nagar Kanpur Uttar Pradesh 208012, Kanpurnagar, Uttar Pradesh, 208012","Star Health,HDFC,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kannappa Memorial Hospital,Private,"New No 304/1, Old No 193/ New No 301, Poonamallee High Road Kilpauk, Chennai, Tamil Nadu, 600010","Star Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kannur Medical College And Hospital,Private,"Anjarakandy Integrated Campus, Anjarakandy Cinnamon Plantation, Iriveri, Kerala, 670613",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Kanpur Urology Centre -B.R.Stone Clinic,Private,"111/456, 80 Feet Road, Brasim Nagar, Opp. Sbi, Kanpur Dehat, Uttar Pradesh, 208012",Star Health,0.0,Urology,Large City 1,Standard Private
Kansara Ent Surgical Hospital,Private,"Sf 202 To 205, Merlin Pentagon, Mahalaxmi Five Roads, Paldi, Ahmedabad, Gujarat, 380007",Star Health,0.0,General Surgery,Metro 2,Budget/Local
Kanthamalai Hospital,Private,"263-A, Rasikumaripalayam Street, Opp - Bus Stand, Mohanur, Kumaripalayam, Tamil Nadu, 637015",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kanuru Hospitals,Private,"D.No:8-90, Vn Plaza, Kamayyathopu, Pantakaluva Road, Ntr Marg, Kanuru, Vijayawada, Andhra Pradesh, 520007",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kapare Hospital,Private,"Near Sonai Restaurant, Perne Road, Perne Phata, Tal- Haveli, Perane, Maharashtra, 412216","Star Health,HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Established
Kapoor Bone And Children Hospital,Private,"Pathankot Bye Pass Chowk, Jalandhar, Punjab",Star Health,0.0,Orthopedics,City 1,Standard Private
Kapoor General And Maternity Hospital,Private,"Jagadhri, Haryana, 135003",Star Health,0.0,Gynecology,Town 2,Budget/Local
Kapoor Medical Centre,Private,"E 18 Naraina Vihar, South West Delhi, Delhi, 110028","Star Health,HDFC,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Premium
Kapoors Kidney And Urostone Centre Pvt. Ltd.,Private,"Site No.2, Sector 46-D, Near Traffic Light Sec 45-46, Near Gurudwara, Chandigarh, Chandigarh, 160047",Star Health,0.0,Urology,Large City 2,Standard Private
Karaikudi Kidney Speciality Hospital,Private,"S. No-286/41 Avudai Poigai, Thiruvelangudi Village, Sakkotai Block, Trichy Rameswaram Bypass Road, Karaikudi, Thiruvelangudi, Karaikkudi, Tamil Nadu, 630208",Star Health,0.0,Urology,Town 2,Budget/Local
Karan Singla Hospital,Private,"Model Town Near Idbi Bank, Jagraon, Punjab, 142026",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Karmdeep Orthopaedic Skin Hospital And Research Centre,Private,"A/11, Surjit Society, Opp. Kailashdham-2, India Colony Road, Ahmedabad, Gujarat, 382350",Star Health,0.0,Orthopedics,Metro 2,Established
Karnavati Super Speciality Hospital,Private,"Opp: Saijpur Tower, Saijpur Bogha Naroda Road, Ahmedabad, Gujarat, 382345","Star Health,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Established
Karothukuzhi Hospital Pvt. Ltd.,Private,"Karothukuzhi Junction Aluva Aluva, Ernakulam, Kerala, 683101","Star Health,HDFC,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Karpagam Medical College Hospital,Private,"Pollachi Main Road, Othakalmandapam, Myleripalayam, Tamil Nadu, 641032",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kartheek Nursing Home,Private,"37, Stc Road, Perumalpuram, Near New Bus Stand, Tirunelveli, Tamil Nadu, 627007",Star Health,0.0,General Surgery; Gynecology,City 1,Budget/Local
Karthic Nursing Home -Pvt Ltd,Private,"158, Karuppa Gounder Street, Coimbatore, Tamil Nadu, 641001",Star Health,0.0,General Surgery; Gynecology,Large City 1,Standard Private
Karthick Hospitals,Private,"147, Anna Nagar, Madurai, Tamil Nadu, 625020",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Karthik Hospital,Private,"44/16-D-1-B, Near St JosephS Degree College, Kurnool, Andhra Pradesh, 518004","Star Health,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Karthik Hospital,Private,"No 56 8Th Cross Wilson Garden, Bengaluru, Karnataka, 560027",ICICI Lombard,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Karthikey Emergency Hospital,Private,"6-11-98 Karur Vysya Bank Road Ganesh Basthi Area, Kothagudem, Telangana, 507101",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Karuna Hospital Gudivada,Private,"10/202, Eluru Road, Gudivada, Andhra Pradesh, 521301",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Karuna Multispeciality Hospital Llp,Private,"1St Floor, Shivalay Apartment, Beverly Park Road, Near Mira Road Police Station, Mira Road East, Mira Bhayandar, Maharashtra, 401107",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Karuna Sindhu Hospital,Private,"Vishwa Jagriti Mission, Bakkerwala Marg, Nangloi Najafgarh Road, Delhi, Delhi, 110041",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Karuna Sri Multy Speciality Hospital,Private,"H.No:19-38/1, Nekkonda Road. Warangal, Narsampet, Telangana, 506132",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Karunai Hospital,Private,"202, Nethaji Main Road, Madurai, Tamil Nadu, 625002",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Karunya Hospital,Private,"Pattambi Road, Cherpulacherry, Kerala, 679503",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Karur Kidney Care Hospital,Private,"48 Brahmma Theertham Road Near Uzhavar Santhai, Karur, Tamil Nadu, 639001",Star Health,0.0,Urology,City 2,Premium
Karunyaa Hospital,Private,"757, Mettur Road, Bhavani, Tamil Nadu, 638301",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Karwasra Bone And Joint Hospital,Private,"Near Civil Hospital Opposite Telephone Exchange Hafed Wali Gali, Mandi Dabwali, Haryana, 125104",Star Health,0.0,Orthopedics,City 2,Budget/Local
Kasi Speciality Hospital,Private,"9-3-33, Opp To Mahalakshmi School, Batlagundu, Tamil Nadu, 624202",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kasliwal Superspeciality Hospital,Private,"1St Floor Bosco Centre Near Prasad Circle Gangapur Raod, Nashik, Maharashtra, 422005","Star Health,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Premium
Kasturba Balrugnalaya Hospital,Private,"New Plots, Near Telephone Exchange, Amalner, Maharashtra, 425401",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kasturba Speciality Hospital,Private,"A/99, Kasturba Society, Off Lohgaon Airport Road, Nr.St.Francis (Janata)School, Vishrantwadi, Pune, Maharashtra, 411015",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Standard Private
Katkar Multispecialty And Trauma Care Center,Private,"Buldana, Maharashtra, 443001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kattappana Co -Operative Hospital,Private,"New Bus Stand Road, Kattappana, Kattappana, Kerala, 685508",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Katuri Medical College And Hospital,Private,"China Kondrupadu, Edulapalem, Andhra Pradesh, 522019",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Established
Katuri Hospitals And Medical College,Private,"Nh:5, Katuri Nagar, Guntur, Andhra Pradesh, 522019",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
"Kaushik""""S Capital Hospital",Private,"Opp-Metro Tollywood Theater, Kothapet, Guntur, Andhra Pradesh, 522001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kaushalya Nursing Home,Private,"Ramanand Nagar, Chikhli, Maharashtra, 443201",Star Health,0.0,General Surgery; Gynecology,Town 2,Budget/Local
Kaushalya Nursing Home,Private,"Bhadani Complex G B Road, Gaya, Bihar, 823001",Aditya Birla,0.0,General Surgery; Gynecology,City 2,Budget/Local
Kauvery Hospital-A Unit Of Sri Kauvery Medical Care Trichy,Private,"81, Ttk Road, Chennai, Tamil Nadu, 600018",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kaveri Healthcare,Private,"Sm Tower, 261, 2Nd Phase, 2Nd Stage, 3Rd Cross, Domlur, Bengaluru, Karnataka, 560071",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kaveri Hospitals,Private,"H No : 5-6-172/B, Dwaraka Nagar, Behind Pragathi Hospital, Nizamabad, Telangana, 503001","Star Health,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kaveri Memorial Hospital,Private,"Mahaveera Road, Marasanige, Karnataka, 577124",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kavery Medical Centre And Hospital,Private,"1, K.C. Road, Tennur, Vilathikulam, Tamil Nadu, 620017",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kavin Hospital,Private,"16/6 Umai Mariamman Kovil Street, Opp.To Mettur Busstop, Omalur, Tamil Nadu, 636455",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Kavin Hospital,Private,"134 Cauvery Street Bhavani Erode Tamilnadu, Erode, Tamil Nadu, 638301","HDFC,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kavitha Hospital And Fertility Care,Private,"161/7A-1, Madhukarai Road, Kamarajar Nagar, Sundarapuram, Coimbatore, Tamil Nadu, 641021",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Standard Private
Kavitha Ortho And Multispeciality Hospital,Private,"144, Radha Nagar Main Road, Zameen Royapettai, Near St Mark`S School, Chennai, Tamil Nadu, 600044",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kavya Nursing Home,Private,"H No 22 254 Road No 3 A S Raju Nagarkukatpally, Hyderabad, Telangana, 500072","Star Health,HDFC,ICICI Lombard,Aditya Birla",0.0,General Surgery; Gynecology,Metro 1,Established
Kay Jee Nursing Home,Private,"73/10, Polepettai, Near Bus Stand, Meelavittan Roadd, Polpettai West, Muthammal Colony, Thoothukkudi, Tamil Nadu, 628002","Star Health,HDFC",0.0,General Surgery; Gynecology,Town 2,Standard Private
Kay Vee Hospital,Private,"Door 25 19 10 Narasimharao Pet Door 25 19 10 Narasimharao Pet Eluru Behind Rtc Bus Stand, West Godavari, Andhra Pradesh, 534006","Star Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
"Kayakalp Hospital, Burari Delhi",Private,"12, Jhadora Mazra, Part Ii, Near Police Chowki, Burari, Delhi, Delhi, 110084",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kazmi Nursing Home,Private,"Jhulelal Market, Sindhi Chawl, Gujri Bazar Kamptee, Nagpur, Maharashtra, 441002",Star Health,0.0,General Surgery; Gynecology,Large City 1,Standard Private
Kc Raju Multispeciality Hospital,Private,"Bangalore), Bengaluru, Karnataka, 560084",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kck Hospital,Private,"No.20/2, Main Road, United Colony, Kolathur, Chennai, Tamil Nadu, 600099","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kcs Hospitals,Private,"325, Evn Road. Opp To Power House, Erode, Tamil Nadu, 638009",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
"Kd Medical College, Hospital And Research Center",Private,"24Km Mile Stone, Mathura-Delhi Road, Nh-2, Post.Akbarpur, Mathura, Uttar Pradesh, 281406","Star Health,Niva Bupa",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Established
Kedar Children Hospital.,Private,"Pipli Road Kurukshetra Kurukshetra, Kurukshetra, Haryana, 136118","Star Health,HDFC",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Standard Private
Kedar Hospital,Private,"Bank Kumudam Nagar Porur, Chennai, Tamil Nadu, 411015","Star Health,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Kedar Hospital,Private,"19 Vinayagapuram Mugalivakkam Main Road, Kanchipuram, Tamil Nadu, 600125",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 2,Standard Private
Kedar Hospital,Private,"Plot No 41 Gail No 7 Opp Sec 25 Krishna Colony, Faridabad, Haryana, 121004",Aditya Birla,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
Kedar Nursing Home,Private,"B/101, Gokul Monarch, Thakur Complex, Kandivali East, Mumbai, Maharashtra, 400101",Star Health,0.0,General Surgery; Gynecology,Metro 1,Standard Private
Keerthana Hospital - P Ltd.,Private,"58, Ga Canal Road Near Hotel Parisutham, Thanjavur, Tamil Nadu, 613001",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
Keerthana Hospital,Private,"1 54 16 80 Feet Road Car Shed Junction Pm Palem Ma, Visakhapatnam, Andhra Pradesh, 530041",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Kekan Hospital Nashik,Private,"Lokmanya Nagar, Ganagpur Road, Behind Kthm Ladies Hostel, Nashik, Maharashtra, 422002",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Standard Private
Kelkar Nursing Home,Private,"1St Floor, Shubhrai Towers, Datta Chowk, Solapur, Maharashtra, 413007",Star Health,0.0,General Surgery; Gynecology,City 1,Budget/Local
Kempanna Hospital,Private,"1 Khb Layout Old Madras Road Nh 7 Hoskote, Bengaluru Rural, Karnataka, 562114","Star Health,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Keran Hospital,Private,"599, Perundurai Road, Erode, Tamil Nadu, 638011",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kerudi Healthcare Private Limited,Private,"Rotary Circal Navanagar Road Bagalkot, Bagalkot, Karnataka, 587101","Star Health,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
